 38,'What is the only sin that cannot be forgiven','Blaspheming against the Holy Spirit','Adultery','Lying','Fornication',2
 39,'How did David defeat Goliath','He hit him with a stone','He sliced him with a cutlass','He stabbed him with a cutlass','He shot him with a gun',2  
 40,'What relationship was Ruth to Naomi','Daughter-in-law','Daughter','Mother','Grandmother',2
 41,'What did Joseph''s brothers do to get rid of him','Threw him in a pit and sold him','Sold him','Blackmiled him','Killed him',2
 42,'Who wrote the letter to philemon','Paul','James','Titus','Timothy',2
 43,'What was the name of moses'' brother','Aaron','Joseph','Benjamin','Joshua',2
 44,'What sin is cain remembered for','Murder','Lying','Fornication','Cheating',2
 45,'The ''Lord is my sheperd'' is the opening line to which Psalm','Psalm 23','Psalm 22','Psalm 24','Psalm 25',2
 46,'Who wrote the majority of the New Testament','Paul','Peter','John','Mark',2
 47,'What was david''s occupation before he became king','Sheperd','Hunter','Store Keeper','Soldier',2
 48,'Who hid two spies but claimed not to know of their whereabouts when asked','Rahab','Rehab','Rahaab','Rehobot',2
 49,'Whose prayer resulted in his being thrown into a den of lions','Daniel','Josh','Joshua','Abednego',2
 50,'What was the apparent source of Samson''s strengh','Long hair','Tight muscle','Eating very well','Visiting the gym',2
 51,'From which country did Moses help the Isrealites escape from their lives of slavery','Egypt','Cannan','Jericho','Judea',2
 52,'Who was the fourth person in the fiery furnance along with Daniel''s Friend','An Angel','Jesus','Daniel','No one',2
 53,'What did Joseph''s brothers do to deceive their father to cover up that they sold Joseph into slavery','Dipped his coat in the blood of a goat','Dipped his coat in the blood of sheep','Lied that he was killed by an hunter','Lied that he ran away',2
 54,'Whose name means "father of agreat multitude"','Abraham','Isaac','Jesus','Lot',2
 55,'What does a good tree bring forth','Good fruit','Good leaves','Good branches','Nice colors',2
 59,'What did God do on the seventh day','Rested','Created man','Created birds','Created light',2
 60,'At the last supper, what items of ood and drink did Jesus give thanks for','Bread and wine','Bread and fish','Bread','Wine',2
 61,'When Jesus was in the wilderness, what was he tempted to turn into loaves of bread','Stone','Wheat','Flour','Bush',2
 62,'Who was David''s great friend','Jonathan','Jonas','Azariah','Saul',2
 63,'Who said thy God shall be my God','Ruth','Esther','Haman','Jacob',2
 64,'What does James say we should do if we lack wisdom','Ask God for wisdom, in faith','Ask God for wisdom, in hope','Ask God for wisdom, in love','Ask for knowledge',2
 65,'Where did Jesus meet the woman of samaria','By a well','At Church','At restaurant ','At the Market',2
 66,'Why did Elimelech go to live in Moab with his family ','Famine ','Just Visiting','Found a new Job','Tired of his former place',2
 67,'Who lied about the price they received for a piece of land and died as a result','Ananias & Sapphira','Anna & batsheba','Seth & lot','Cain & Abel',2
 68,'How were sins forgiven in the old testament','Animal sacrifice','Begging the priest','Plant sacrifice','staying at home for sometime',2
 69,'How were the Thessalonias told to pray','Without ceasing ','All night long','By sacrificing anmals','Thrice in a day',2
 70,'What happened to the city of Jericho after the priest blew their trumphets','Walls fell down','They all died','The city stood firm','They all accepted the lord',2
 71,'Which garden did Jesus go to, to pray in before his arrest','Gethsemane','Eden','Vine','Golden',2
 72,'Who was instructed by God to leave his home and family to travel to a country he did not know','Abraham','Isaac','Jacob','Lot',2
 73,'What was Jesus teaching about when he said, "What therefore God hath joined together, let not man put asunder"','Marriage','Friendship','Prophet','Love',2
 74,'In the Lord''s Prayer, what follows the line, "Hallowed be thy name"','Thy Kingdom come','Thy will be done on earth','Forgive those who trespass against us','Give us this day',2
 75,'What was Jonah found doing on the ship while the storm was raging','Sleeping ','eating','praying','preaching',2
 76,'Five of the Ten Virgins did not take enough of what','oil','gasoline','kerosene','diesel',2
 77,'What was the name of Joseph''s master in Egypt','Potiphar','Archaeus','Hassan','Mohammed',2
 78,'Aaron turned his rod into a serpent before Pharaoh, and Pharaoh''s magicians did likewise, but what happened to their serpents','Aaron''s rod swallowed them','Aaron''s rode got damaged','Their snake swallowed Aaron''s snake','Nothing happenned',2
 79,'To which country did Mary and Joseph escape when Herod killed all the babies  in Bethlehem','Egypt ','Philistines','Syria','Rome',2
 80,'What is the name of the Angel who appeared to Mary','Gabriel','Michael','Raphael','Arch Angel',2
 81,'Which Land did the Lord promise to Abram','Canaan','Moab','Levite','Phillipines',2
 82,'What should we "seek first" ','The Kingdom of God and his righteousness','Love','Kindness','Power',2
 83,'Which Psalm contains the line, "He leads me beside the still waters"','Psalm 23','Psalm 105','Psalm 95','Psalm 92',2
 84,'In the parable of the ten virgins, what were they waiting for','Bridegroom','groom','Bestman','Bride''s parent',2
 85,'What event occurred to help release Paul and Silas from prison?','Earthquake','Volcano Eruption','Flood','Heavy down pour',2
 86,'How does James say we should "treat the rich and the poor"','Barabbas','Barnabbas','Basabbas','Barnabas',2
 87,'How many plagues did God send on Egypt','Ten','Nine','Five','Seven',2
 88,'When Jesus asked "whom say ye that I am?" what was Peter''s reply','Thou art the Christ, the Son of the living God','Thou art the Christ, the Son of the living Man','Thou art the Christ, the Most powerful','Thou art the Lord',2
 89,'What did King Solomon ask for when God appeared to him in a dream','Wisdom','Wealth','Power','Understand',2
 90,'Who said , "Whosoever shall not receive the kingdom of God as a little child shall not enter therein','Jesus','Peter','John ','Moses',2
 91,'How did the angel of the Lord appear to Moses, when he was a shepherd','From within a burning bush','Through his brother Aaron','In his dream','No angel appeared to Moses',2
 92,'Which of David''s descendants will reign forever','Jesus','Levites','Isrealites','Gentiles',2
 93,'On what mountain did Moses receive the law from God','Mount Sinai','Mount Zion','Mount Kilimanjaro','Mount Jordan',2
 94,'Which of his wives did Jacob love the most','Rachel','Leah','Michelle','Micah',2
 95,'What was the name of the ark where the commandments given to Moses were to be kept','Ark of the Covenant','Ark of God','Ark of Isrealites','The Ark',2
 96,'What did Jesus say to those who accused the adulteress','He that is without sin, let him first cast a stone','He that is without sin, let him first beat the woman','He that is without sin, let him first raise his hand','He that is without sin, let him go home',2
 97,'Where is the "best place to pray"','In your closet with the door shut','In you house','In the Church','In the open where people can see you praying',2
 98,'What does James say happens if we "draw nigh to God"','He will draw nigh to us','He will love us','He will pamper us','He will be our best friend',2
 99,'Where was Jesus baptized','River Jordan','River nile','River Niger','River Orange',2
 100,'Which plant is "the least of all seeds, but when it is grown, it is the greates among herbs"','Mustard','Grape','Corn','Cotton',2
 101,'Which city "came down from heaven prepared as a bride','New Jerusalem','Egypt','Judea','Bethlehem',2
 102,'At Capernaum, how did the man sick of the palsy gain access to the house in which Jesus was','Through the roof','Through the window','Through the door','Through space',2
 103,'What did God breathe into Adam''s nostrils','The breathe of life','The breathe of death','His breathe','Breathe of an angel',2
 104,'What did Pharaoh''s dream of good and bad ears of wheat represent','Seven years of plenty followed by seven years of famine','14 years of plenty','7 years of famine','5 years of plenty and 4 years of famine',2
 105,'To whom was the Revelation of Jesus Christ given','John','James','Andrew','Thomas',2
 106,'How long was Jonah stuck inside the great fish for','three days','Four days','Two days','Five days',2
 107,'When Jesus walked on water, which sea was it','Sea of Galilee','Sea of Capernaum','Sea of Jordan','Sea of Syria',2
 108,'Who told Joseph that Jesus would save his people from their sins','Angel of the Lord','His prohet','The Lord','His wife',2
 109,'Where did the man who received one talent from his master hide it','In the ground','In the water','In the sea','In  the whirlwind',2
 110,'To whom did Jesus say, "Why are ye fearful, O ye of little faith','The disciples','The apostles','The Congregation','The Phariseehs',2
 111,'What was the name of Hagar''s son','Ishmael','Laban','Saul','Jacob',2
 112,'Who was Jacob''s first wife','Leah','Rachel','Michelle','Rebecca',2
 113,'What was Jesus wrapped in when he was born','Swaddling clothes','Nylon','Tattered cloth','Leaves',2
 114,'What did the Isrealites do whilst Moses was receiving the Ten Commandments from God','Made of a golden calf','Made of a silver calf','Made of a broze calf','Made of diamond calf',2
 115,'What guided the Israelites through the wilderness','A pillar of cloud and fire','Moses','Aaron','A bird',2
 116,'At what age did Jesus start his ministry','Thirty','Twenty','Twenty-five','Thirty-two',2
 117,'What animal spoke to Balaam','Donkey','Camel','Dog','Parrot',2
 118,'What is the last book of the Old Testament ','Malachi','Habbakkuk','Obadiah','Jonah',2
 119,'What happened to Daniel after he gave thanks to God by his open window','He was thrown into the lions'' den','He was killed','He was punished','They did nothing to him',2
 120,'What was Jonah''s reaction to the way the people of the city of Nineveh responded to God''s message','He was angry','He was happy','He was sad','He felt indifferent',2
 121,'Zacharias and Elizabeth were told by an angel that they would have a son. What was he to be called','John','Thomas','Zacharia','Andrew',2
 122,'How did Jesus say we should receive the Kingdom of God','As a little child','As an Adult','As a mad man ','As a baby',2
 123,'What happened to anyone who was not found written in the book of life','They were cast in the lake of fire','They were forgiven','They will see God','They will be discarded',2
 124,'In his Sermon on the Mount, what does Jesus say about tomorrow','Take no thought for it','Prepare for it','Think about it ','Do nothing',2        
 125,'What did Joseph instruct to be put in Benjamin''s sack','His grain money and silver cup','His gold','his silver','His money',2
 126,'What did Paul do to the soothsayer which made her masters unhappy','Commanded the spirit of divination to leave her','Commanded that she falls sick','Commanded that she becomes blind','Commanded that she die',2
 127,'What was the name of the place where Jesus Christ was crucifies','Golgotha/Calvary','Jordan','Capernaum','Galilee',2
 128,'What object featured in Jacob''s dream at Bethel','Ladder','Gold','Stones','Houses',2
 129,'What are the names of Joseph''s parents','Jacob and Rachel','Jacob and Leah','Abram and Sarah','Jacob and Uriah',2
 130,'What animal did Samson kill on his way to Timnah','Lion','Tiger','Elephant','Hyena',2
 131,'What was the name of Ruth''s second husband','Boaz','Naaman','Hezekiah','Ezekiel',2
 132,'Complete this common phrase of thanksgiving found in the Bible: "O give thanks unto the Lord: for he is good: for his _______ endureth forever."','Mercy','Love','Kindness','Compassion',2
 133,'Who wrote the majority of the Psalms','David','Solomon','Joshua','Caleb',2
 134,'Which prophet anointed David as king','Samuel','Saul','Jesse','Amos',2
 135,'A "soft answer turneth away..."what','Wrath','Peace','Kindness','Love',2
 136,'What job did the Prodigal Son up taking after he had spent his inheritance','Pig feeder','Gardener','Tax collector','Fisherman',2
 137,'Why shouldn''t we give anyone the title of "Father"?','We have one father, who is in heaven','Because we were born with only 1 father','Because it is not right',NULL,2
 138,'What kind of water does Jesus discuss with the Samaritan woman at the well','Living water ','Well','river','Stream',2
 139,'How did Jesus heal the blind man','He covered his eyes with clay and told him to wash','prayed for hime','payed his operation due',NULL,2
 140,'Where did Jesus find Zacchaeus, the tax collector','Up a tree','under a tree','in between the tree','on a ladder',2
 141,'What is the name of Jesus'' cousin, born six months before him','John','Jude','James','Josiah',2
 142,'Who was the first Child born','Cain','Seth','Zilus','Zeus',2
 143,'Which apostle, who was described as "full of grace and power, and doing great wonders and signs among the people ", was stoned to death','Stephen','Peter','Simeone','Levi',2
 144,'Who deceived Jacob by giving Leah as a wife instead of Rachael','Laban','Lagan','Hamaan','Naaman',2
 145,'What did Jesus send disciples to fetch on his triumphal entry into Jerusalem','Donkey and colt','new cloth','palm fond','Donkeys',2
 146,'In the parable of the lost sheep, how many sheep did the sheperd count safely into the fold','Ninety-nine','Seventy-seven','sixty-five','Seventy-two',2
 147,'What does James say we should say when we make our future plans','If the Lord will, I will do this or that','trust in God','Believe in God ','trust in man',2
 148,'What type of coin did Judas accept as payment for betraying Jesus','Silver','brass','gold','bronze',NULL
 149,'What was the writer of the letter asking of Philemon','To receive his slave back as a brother in Christ','To kill the slave masters','To be closer to God ','To be friends with the slave',2
 150,'What was the covenant between God and Noah','Never to flood the earth again','Never to destroy again','Never to destroy using thunder ','By using rainbow as a reminder',2
 151,'Which prophet said, "Behold, a virgin shall be with child, and shall bring forth a son"','Isaiah','Ezekiel','Joshua','Ruth',2
 152,'To what object does james compare the tongue','The rudder on a ship','knife','blade','cutlass',2
 153,'Which of David''s sons rebelled against him','Absalom','Solomon','Obadiah','Micah',2
 154,'What does Paul say about women''s long hair','It is a glory to her','It is an honour to her','It is her virtue','It is her identity',2
 155,'What did Naomi tell the people in Bethlehem to call her','Mara','Clara','Ciara','Daryl',2
 156,'When Jesus told his disciples to beware of the "leaven of the Pharisees and Sadducees", to what was he referring','The doctrines of the Pharisees and Sadducees','The word of the pharisees','The lies of the pharisees','The deceit of the pharisees',2
 157,'How was Daniel protected from the lions in the den','An angel shut their mouths','An angel shut their eyes','They slept throughout his stay there','They played together',2
 158,'Everyone that is proud in heart is what to the lord','An Abomination','A bad omen','A proud individual','A sinner',2
 159,'What did John the Baptist say when he saw Jesus','Behold the lamb of God','Behold the son of man','Have mercy upon me','The King is here',2       
 160,'How did the city that Jonah was sent to react to God''s message of destruction','They repented','They continued with their merry','They went moved far away from God','They didnt believe Jonah',2
 161,'Who asked Jesus to remember him when he came into his kingdom','The Criminal on the cross','Peter ','Cyrene','Barsabas',2
 162,'Of what, specifically, was man not allowed to eat in the Garden of Eden','tree of knowledge of good and evil','tree of beauty and ugly','tree of power','tree of freedom',2
 163,'What was Solomon famous for building','Temple','Mosque','Market','School',2
 164,'Jesus asked: "Can the blind lead the ____','Blind','Way','People','Intelligent',2
 165,'Who told Peter to "watch and pray that he entered not into temptation','Jesus','God','Angel','Paul',2
 166,'What is Paul''s command to husbands in his letter to the Colossians','Love your wives, and do not be bitter towards them','Whip your children','Protect your families','Pay you tithes',2
 167,'Which river was Naaman told to wash in to rid himself of leprosy','Jordan','Nile Congo ','Orange','Lipopo',NULL
 168,'What miracle had Jesus performed when he said, "It is I; be not afraid"','Walking on water','Waking the dead','Healing the blindman','Turning water into wine',2
 169,'Why did Solomon turn away from God when he was old','His foreign wives turned his heart after other gods','Because of wealth','Because of his wisdom','Beacause of his power',2
 170,'What is the "chorus in Psalm 136 which is repeated in every verse','For his mercy endureth forever','For the lord is good','Lamb of God','God is able',2
 171,'in what city was Jesus brought up as a child','Nazareth','Judea','Bethlehem','Jerusalem',2
 172,'Which female judge described herself as a mother of Israel','Deborah','Ruth','Esther','Michelle',2
 173,'After the angels had anounced the birth of Christ and left the sheperds, what did the shepherds do','Went quickly to Bethlehem','Went to Egypt','Didnt go to any place','Were rejoicing with God',2
 174,'According to Peter, what "covers a multitude of sins"','Love','Affection','Kindness','Peace',2
 175,'In prison, for whom did Joseph interpret dreams','The butler and the baker','The servant','His brother','His friend',2
 176,'To what preservative does the Lord compare his disciples','Salt','Honey','Pepper','Onion',2
 177,'What was Jesus'' first miracle','Changing water into wine','Raising Lazarus from death','Healing the blind','Healing the dumb',2
 178,'Who spotted Moses in the Nile placed in an ark of bulrushes','Pharaoh''s daughter','A nurse','Pharaoh''s daughters'' servant ','Moses mum',2      
 179,'Who was Bathsheba''s first husband ','Uriah','David','Solomon','Daniel',2
 180,'Why were Daniel''s three friends thrown into the fiery furnance','They wouldn''t bow down to Nebuchadnezza golden image','They were disobedient to the king','they do not respect any','They were eating the contraband',2
 181,'Out of the ten lepers who Jesus healed, how many came back to say thank you','One','two','three','zero',2
 182,'What did Jesus say the sellers had turned his house of prayer into','A den of thieves','A place of market','A place of businness','A place of worship',2
 183,'In the New Jerusalem where are the names of the twelve tribes written','on the twelve gates','On the main door','On a banner in front of the gate','In the temple',2
 184,'How often was the year of the Lord''s release','Every seven years','Every two years','Every nine years','Every lamp',2
 185,'Which tribe of Israel looked after the religious aspects of life','Levi','Dan','Manasseh','Benjamin',2
 186,'Where was Paul when he wrote the letter to Philemon','In prison','In church','In a synagogue','With the prime miniter',2
 187,'Who preached, "Repent ye: for the kingdom of heaven is at hand"','John the Baptist','Jesus','Peter','James',2
 188,'What was the name of James'' and John''s father','Zebedee','Zebadee','Zebed','Joachim',2
 189,'What bird did God provide to the Israelites for meat in the wilderness','Quail','Vulture','Dove','Parrot',2
 190,'Who closed the door of Noah''s ark','God','Noah','The Quail ','The donkey',2
 191,'"Hate stirs up strife", but what does love cover','All sins','All emptiness','All hatred','All sadness',2
 192,'Who wrote the line: "The Lord is my Sheperd, I shall not want"','David','Solomon','Rehoboam','Samuel',2
 193,'Which prisoners experienced an earthquake after their prayer','Paul and Silas','Paul and Timothy','Timothy and Silas','Timothy and Peter',2       
 194,'What was the name of Joseph''s youngest brother','Benjamin','Reuben','Joseph','Silas',2
 195,'Who did Jesus pray for that his faith failed not','Simon(Peter)','Andrew','Thomas','John',2
 196,'What was the new name given to Daniel while in captivity','Belteshazzar','Mashack','Shradack ','Abednego',2
 197,'Which wise man wrote the majority of Proverbs','Solomon','David','Absalom','Michelle',2
 198,'Which king asked for the foreskins of 100 Philistines','Saul','David','Solomon','Josiah',2
 199,'Who rolled away the tomb stone','An Angel','Jesus','Peter','John',2
 200,'What did Samson find in the carcass of the animal he had killed at a later time','Bees and honey','Bread and wine','Grape fruit','Fish',2
 201,'What animal spoke to Balaam','Donkey','Horse','Cow','parrot',2
 202,'What is the last book of the Old Testament','Malachi','Sirach','Baruch','Habbakkuk',2
 203,'What happened to Daniel after he gave thanks to God by his open window','He was thrown into lion''s den','He was thrown into a prison ','He was executed','He was tried in court',2
 204,'What was Jonah''s reaction to the way the people of the city of Nineveh responded to God''s message','He was angry','He was sad','He was happy','He was not encouraged',2
 205,'Zacharias and Elizabeth were told by an angel that they would have a son. What was he to be called ','John','James','Jesu','Joshua',2
 206,'How did Jesus say we should receive the Kingdom of God','As a little child','As an old man','As someone ready to learn','As a sensible person',2  
 207,'What happened to anyone who was not found written in the book of life','They were cast in the lake of fire','They were beaten','They were punished','They were forgiven',2
 301,'When he was approached by Jesus, who said, "What have you to do with me,Jesus, Son of the Most High God? I adjure you by God, do not torment me"','Legion','the blindman','The Leprous man','The madman',2
 302,'What was the reason that Jacob and his family began a new life in Egypt','Famine in Canaan','War in Canaan','Corruption in Canaan','Infighting in Canaan',2
 303,'How was Isaac''s wife chosen','His father choose her within his family','Went to Egypt to choose her','Prayed and she was revealed to him in his dream','Organized a beauty contest',2
 304,'Whose father was so pleased to see him that he gave him the best robe and killed the fatted calf','Prodigal Son','Isaac','Jacob','David',2        
 305,'What was the name of Solomon''s son who succeeded him as king','Rehoboam','Jeroboam','Josiah','Absalom',2
 306,'How did the people listening to the Sermon on the Mount view Jesus'' teachings','He taught with authority','He taught with boldness','He taught with fear in his face','He taught without blabbering',2
 307,'What does faith require to make it a living faith','Works','Miracle','Wonders','Success',2
 308,'What did Jesus say you should do if someone asks you to go with them for a mile','Go with them for two miles','Go with them for 5 miles','Go with them for 4 miles','Go with them for seven miles',2
 309,'In the parable of the grain of mustard seed, when it becomes a tree birds come and do what','Build nests','Build nets','Feed the birds','Do nothing',2
 310,'The field that Judas Iscariot purchased with his betrayal money was called Aceldama, but as what was it also known','Field of blood','Field of betrayal','Field of war','Field of Sadness',2
 311,'Who did Jesus raise from the dead by a prayer of thanks to God','Lazarus','Naaman','Cornelius','John',2
 312,'The king''s wrath is as "the roarin" of what','A lion','Tiger','Leopard','Cheetah',2
 313,'What was the name of Ruth''s son','Obed','Jesse','Kings','Cyrene',2
 314,'According to James, what happens if you break one commandment of the law','You are guilty of breaking the whole law','You are guilty of breaking part of the law','You are not guilty of anytin','You are guilty of 2 sins',2
 315,'"Go to the _________, thou sluggard; consider her ways, and be wise." What animal should we take lessons from','Ant','Bee','Coackroach','Lion',2  
 316,'Who was the tax collector that climbed up a tree so he could see Jesus','Zacchaeus','Matthew','Dorcas','Simon',2
 501,'In which tribe was the city of Bethlehem','Judah','Levi ','Dan','Simeone',2
 502,'What was Peter doing when he denied Jesus for the second time','Warming himself by a fire','Eating at home','Playing with his kids','Praying to God',2
 503,'What did Jonah do while he waited to see Nineveh''s fate','He sat down on the East of the city and made a shelter ','He sat down on the South of the city and made a shelter ','He sat down on the North of the city and made a shelter ','He sat down on the West of the city and made a shelter ',2
 504,'Who carried the cross for Christ','Simon of Cyrene','Simon ','Peter','John son of zebedee',2
 505,'On which mountain range did Noah''s ark come to rest','Ararat','Afarat','Sinai','Everest',2
 506,'Which two tribes of Isreal were not named after sons of Jacob','Ephraim and Manasseh','Ananias and Sapphira','Dan and Levi','Reuben and benjamin',2
 507,'What did the Queen of Sheba give to Solomon','Gold, spices and precious stones','Brass and Diamond','Gold, silver, Bronze','Gold, Silver and bronze',2
 508,'What should Philemon do if his slave owed him anything','Charge it to Paul','Beat them','Punish them','forget about their debts',2
 509,'How many books are there in the Old Testament','39','49','29','45',2
 510,'According to Old Testament law, what should you not cook a young goat in','Its mother''s milk','In water','In oil','There is no such thing in the bible',2
 511,'What did Joseph want to do when he discovered Mary was pregnant','Divorce her ','Beat her up','Question her','Marry her',2
 512,'What did Boaz say Naomi was selling','A parcel of land','Cloth','Animal','Ornaments',2
 513,'Abram was rich in gold, silver and what else','Cattle','Bronze','Donkey','Diamond',2
 514,'How much of Elijah''s spirit did Elisha receive','Double(portion)','Thesame(portion)','Triple(Portion)','Quadruple(portion)',2
 515,'What was unusual about the 700 Benjamite soldiers who could sling a stone and hit their target every time','They were all left-handed','They were all right-handed','They were all tall','There is nothing unusual about them',2
 516,'What relation was Annas to Caiaphas','Father-in-law','Brother-in-law','Step-brother','Father',2
 517,'According to James, what is "pure and undefiled religion"','To visit the fatherless and windows, and to keep yourself unspotted from the world','To visit the motherless and widows, and to keep yourself unspooted from the world','To visit the orphans','To keep yourself unspotted from the world',2
 518,'When in prison at what time did Paul and Silas pray and sing to God','Midnight','Early in the morning','Afternoon','They did not pray and sing at any time',2
 519,'What did Daniel and his three friends eat instead of the king''s meat and drink','Pulses and water','Vegetables','They did not eat anything','Bush meat',2
 520,'What did Jesus say is the "greatest commandment in the law"','To love God with all your heart, soul and mind','Not to Kill','Not to commit Adultery','To do unto others what you want them to do unto you',2
 521,'Who was afflicted with leprosy for speaking out against Moses','Miriam','Manasseh','Guri','Dan',2
 522,'After the Babylonian exile, the Jews sought wealth and possessions for themselves. What should they have been doing','Rebuilding the temple','Rebuilding their city ','Rebuilding their various houses','Blessing the name of the Lord',2
 523,'What did God count Abram''s faith to him as','Righteousness','Faithfulness','Holiness','Obedience',2
 524,'What sin stopped Moses from leading the children of Isreal into the Promised Land','Hitting a rock twice','Cursing back at the Isrealites','Failing to worship God','Didn''t heed to God''s advice',2
 525,'Whose hair when cut annually weighed two hundred shekels by the king''s weight','Absalom','Micah','Ruth','Haman',2
 526,'During what traumatic event did the apostle Paul take bread and give thanks','Sea voyage','Storm','Earthquake','Volcano Eruption',2
 527,'Which man killed a lion with his bare hands','Samson','Habakkuk','Barsabbas','Noah',2
 528,'What was the sign that the angels gave to the sheperds, so that they would recognize Jesus','Wrapped in swaddling clothes, lying in a manger','Wrapped in turn clothes, lying in the manger','They weren''t given any sign','They were shown in their dreams',2
 529,'Who was to be named Zacharias, after the name of his father, until his mother intervened','John','James','Paul','Silas',2
 530,'In what town did Jesus turn water into wine','Cana','Nazareth','Bethlehem','Jerusalem',2
 531,'How long had the infirm man lain at the pool of Bethesda','38 years','37 years','30 years ','35 years',2
 532,'What "doeth good like a medicine"','A merry heart','A playful heart','Alcohol','The holy bible',2
 533,'What was God to give Abraham as an everlasting possession','The land of Canaan','Lot of Cattles','Sons and Daughter','The leadership of his country will be given to him and his descendants',2
 534,'What lie was told about Naboth that led to him being stoned and Ahab taking possesion of his vineyard','He had blasphemed against God and the King','He has blasphemed against the King','He has blasphemed against King','He committed adultery',2
 535,'Which supernatural being or beings does the Bible say the Sadducees did not believe in','Angels','Spirit ','Jesus','Saints',2
 536,'Who won the hand of Caleb''s daughter, Achsah','Othniel','Jesophat','Rehoboam','Naaman',2
 537,'What is the light of the Body','The eye','The soul','The tongue','the brain',2
 538,'The southern kingdom of divided Isreal eventually fell, but to which great power','Babylon','Canaanites','Romans','The Gentiles',2
 539,'You will be healed if you "pray for one another" and what else','Confess your faults ','Love others','Never be angry at people','Be a man of virtue',2
 540,'What is in the hypocrite''s eye','A beam','Lust','Jealousy','Popularity',2
 541,'Which book of the Bible follows Jonah','Micah','Amos ','Ezra','Nehemiah',2
 542,'What inscription was on the altar in Atens','To the Unknown God','To the God of host','To the God of Isrealites','To the King of Jews',2
 543,'In which book of prohepcy do we read about the valley of dry bones','Ezekiel','Amos','Micah','Joshua',2
 544,'Which baby was named after his mother''s laughter','Isaac','Jacob','Enoch','James',2
 545,'Demetrius, of Ephesus was a...','Silversmith','Goldsmith','Capenter','Tax Collector',2
 546,'On which day of the year could the High Priest enter the Holiest Place, the inner most part of the temple where the convenant box was kept','Day of Atonement','Day of Sabath','Second day of the week','Day after Sabath',2
 547,'What was the name of the temple gate at which the lame man was laid daily','Beautiful gate','Glorious Gate','Temple Gate','Awesome Gate of the Temple',2
 548,'To which Jewish sect did Nicodemus belong','Pharisees','Saducees','None','Both Pharisees and Saducees',2
